Step,AgentID,Wealth,Steps_not_given
17,27,1,0
17,33,1,0
17,46,1,7
17,58,2,2
17,90,0,0
17,96,0,0
17,68,0,5
17,39,0,5
17,60,0,0
17,8,1,1
17,62,0,1
17,95,0,3
17,29,0,15
17,87,4,0
17,30,0,0
17,73,1,0
17,5,0,16
17,15,1,0
17,99,0,3
17,64,0,2
17,38,0,2
17,43,3,1
17,20,1,1
17,81,0,2
17,11,1,4
17,69,5,0
17,70,0,0
17,71,0,3
17,7,0,5
17,10,0,4
17,56,1,0
17,2,1,2
17,28,0,0
17,48,0,0
17,37,1,5
17,97,0,6
17,93,1,1
17,0,0,0
17,40,5,1
17,52,4,12
17,45,3,0
17,98,0,0
17,47,0,2
17,21,2,1
17,59,1,0
17,42,0,1
17,23,4,2
17,16,1,5
17,80,2,0
17,18,1,0
17,36,0,14
17,85,1,0
17,32,1,0
17,4,0,0
17,94,1,0
17,44,1,0
17,9,1,0
17,86,0,2
17,3,1,1
17,89,0,1
17,41,1,2
17,61,0,0
17,78,1,4
17,65,0,1
18,83,2,0
18,44,1,1
18,25,0,1
18,77,3,2
18,24,2,4
18,54,1,7
18,22,0,0
18,37,1,0
18,39,0,6
18,13,0,0
18,20,1,0
18,27,1,1
18,87,4,1
18,23,3,0
18,57,0,2
18,94,1,0
18,91,2,0
18,30,1,1
18,60,1,1
18,98,0,1
18,90,0,1
18,84,0,6
18,59,1,0
18,36,0,15
18,80,1,0
18,12,1,1
18,86,0,3
18,79,3,0
18,63,0,7
18,92,0,1
18,19,0,0
18,72,1,8
18,7,0,6
18,45,3,1
18,6,3,0
18,8,0,0
18,1,4,1
18,73,1,1
18,5,0,17
18,93,2,2
18,10,0,5
18,15,2,1
18,96,0,1
18,61,1,1
18,64,0,3
18,58,2,3
18,46,2,8
18,18,0,0
18,29,1,16
18,74,0,0
18,47,0,3
18,35,5,2
18,82,1,1
18,67,0,5
18,28,0,1
18,99,1,4
18,56,0,0
18,95,0,4
18,38,0,3
18,75,1,0
18,33,1,1
18,16,0,0
18,41,0,0
18,17,0,3
18,4,0,1
18,32,0,0
18,40,5,2
18,55,0,7
18,9,1,0
18,85,1,0
18,0,0,1
18,26,0,0
18,68,0,6
18,3,0,0
18,65,0,2
18,11,2,0
18,53,2,2
18,78,1,5
18,14,4,0
18,49,0,0
18,62,0,2
18,97,1,0
18,76,1,10
18,81,0,3
18,89,1,2
18,70,0,1
18,88,0,0
18,21,1,0
18,42,2,2
18,66,0,4
18,71,1,0
18,50,2,2
18,52,4,13
18,34,0,4
18,43,2,0
18,51,3,1
18,31,0,14
18,48,1,0
18,69,4,0
18,2,0,0
19,23,2,0
19,1,4,2
19,72,1,9
19,40,5,3
19,24,2,5
19,54,1,8
19,46,2,0
19,82,1,0
19,65,0,3
19,8,0,1
19,56,1,1
19,43,1,0
19,6,3,1
19,12,1,2
19,31,0,15
19,96,0,2
19,4,0,2
19,89,2,0
19,92,0,2
19,70,0,2
19,15,1,0
19,78,1,6
19,85,1,0
19,93,2,3
19,86,0,4
19,95,0,5
19,99,1,5
19,77,5,3
19,45,3,0
19,69,4,1
19,39,0,7
19,81,0,4
19,91,2,1
19,2,0,1
19,58,2,0
19,63,0,8
19,22,0,1
19,97,1,0
19,42,1,0
19,30,1,0
19,55,1,8
19,26,0,1
19,75,1,1
19,90,0,2
19,28,0,2
19,10,0,6
19,11,2,1
19,36,0,16
19,83,2,1
19,73,1,0
19,14,4,0
19,47,0,4
19,59,2,1
19,44,1,0
19,67,0,6
19,21,0,0
19,25,0,2
19,88,0,1
19,16,0,1
19,94,0,0
19,74,0,1
19,76,1,0
19,80,0,0
19,38,0,4
19,57,0,3
19,34,0,5
19,37,1,1
19,7,0,7
19,52,4,0
19,41,0,1
19,87,4,0
19,5,0,18
19,33,1,0
19,0,0,2
19,3,0,0
19,29,2,17
19,61,1,2
19,68,1,7
19,20,1,1
19,17,0,4
19,53,1,0
19,71,1,0
19,18,0,1
19,48,0,0
19,64,0,4
19,27,1,2
19,51,3,0
19,13,0,1
19,49,0,1
19,98,1,2
19,35,4,0
19,60,3,2
19,66,0,5
19,84,0,7
19,9,0,0
19,62,0,3
19,32,0,1
19,50,2,3
19,19,0,1
19,79,3,1
